,page_id,name_x,urlslug_x,id_x,align_x,eye_x,hair_x,sex_x,gsm_x,alive_x,appearances_x,first appearance_x,year_x,industry_x,name_y,urlslug_y,id_y,align_y,eye_y,hair_y,sex_y,gsm_y,alive_y,appearances_y,first appearance_y,year_y,industry_y
219,1668,Maximillian Zeus (New Earth),\/wiki\/Maximillian_Zeus_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,36.0,"1979, May",1979.0,DC,Cordelia Frost (Earth-616),\/Cordelia_Frost_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,15.0,Jan-95,1995.0,MV
220,63571,Tobias Whale (New Earth),\/wiki\/Tobias_Whale_(New_Earth),Public Identity,Bad Characters,Pink Eyes,,Male Characters,,Living Characters,36.0,"1977, April",1977.0,DC,Ydrai (Earth-616),\/Ydrai_(Earth-616),Public Identity,,Pink Eyes,Pink Hair,Male Characters,,Living Characters,,Nov-89,1989.0,MV
221,16461,Bruno Mannheim (New Earth),\/wiki\/Bruno_Mannheim_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,36.0,"1971, July",1971.0,DC,Glow Worm (Earth-616),\/Glow_Worm_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,3.0,Aug-86,1986.0,MV
222,1567,Mordru (New Earth),\/wiki\/Mordru_(New_Earth),Public Identity,Bad Characters,Hazel Eyes,,Male Characters,,Living Characters,36.0,"1968, June",1968.0,DC,Carl Denti (Earth-616),\/Carl_Denti_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,18.0,Jun-93,1993.0,MV
223,10488,Thomas Ludlow Hallaway (New Earth),\/wiki\/Thomas_Ludlow_Hallaway_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,36.0,"1940, May",1940.0,DC,Prester John (Johann) (Earth-616),\/Prester_John_(Johann)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,27.0,Sep-66,1966.0,MV
224,2715,Jewelee (New Earth),\/wiki\/Jewelee_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,33.0,"1988, July",1988.0,DC,Quentin Beck (Earth-616),\/Quentin_Beck_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,180.0,Jun-64,1964.0,MV
225,30351,Ubu (New Earth),\/wiki\/Ubu_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,33.0,"1971, June",1971.0,DC,Metarchus (Earth-616),\/Metarchus_(Earth-616),,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,5.0,Dec-93,1993.0,MV
226,1871,Joshua Saunders (New Earth),\/wiki\/Joshua_Saunders_(New_Earth),,Good Characters,Red Eyes,,Male Characters,,Deceased Characters,32.0,"1996, June",1996.0,DC,It the Living Colossus (Earth-616),\/It_the_Living_Colossus_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,,Living Characters,21.0,Feb-61,1961.0,MV
227,1646,Albrecht Krieger (New Earth),\/wiki\/Albrecht_Krieger_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,32.0,"1995, July",1995.0,DC,Gloria Dayne (Earth-616),\/Gloria_Dayne_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,14.0,Feb-99,1999.0,MV
228,1998,Aaron Helzinger (New Earth),\/wiki\/Aaron_Helzinger_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,32.0,"1992, August",1992.0,DC,William Stryker (Earth-616),\/William_Stryker_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,38.0,Jan-83,1983.0,MV
229,1961,Boris Ulyanov (New Earth),\/wiki\/Boris_Ulyanov_(New_Earth),,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,32.0,"1986, August",1986.0,DC,Leech (Earth-616),\/Leech_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,152.0,Mar-84,1984.0,MV
230,1674,Julian Day (New Earth),\/wiki\/Julian_Day_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,32.0,"1958, September",1958.0,DC,Gaea (Earth-616),\/Gaea_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,92.0,Feb-75,1975.0,MV
231,19048,Mortimer Drake (New Earth),\/wiki\/Mortimer_Drake_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Bisexual Characters,Living Characters,32.0,"1943, November",1943.0,DC,Max Meer (Earth-616),\/Max_Meer_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Oct-91,1991.0,MV
232,113949,Slushh (New Earth),\/wiki\/Slushh_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,31.0,"2007, August",2007.0,DC,Komodo (Animen) (Earth-616),\/Komodo_(Animen)_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,,Nov-95,1995.0,MV
233,11832,Andre Twist (New Earth),\/wiki\/Andre_Twist_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,31.0,"2006, June",2006.0,DC,Quicksand (Earth-616),\/Quicksand_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,,Female Characters,,Living Characters,34.0,Jun-88,1988.0,MV
234,13066,Marcus Driver (New Earth),\/wiki\/Marcus_Driver_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,31.0,"2003, February",2003.0,DC,Fen (Earth-616),\/Fen_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,55.0,,,MV
235,1836,David Cain (New Earth),\/wiki\/David_Cain_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,30.0,"1999, July",1999.0,DC,Human Torch (Android) (Earth-616),\/Human_Torch_(Android)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,548.0,Oct-39,1939.0,MV
236,1833,Daniel Garrett (New Earth),\/wiki\/Daniel_Garrett_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,30.0,"1986, May",1986.0,DC,Hulk (Robert Bruce Banner),\/Hulk_(Robert_Bruce_Banner),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2017.0,May-62,1962.0,MV
237,1784,Jinx (New Earth),\/wiki\/Jinx_(New_Earth),Secret Identity,Bad Characters,Purple Eyes,,Female Characters,,Living Characters,30.0,"1985, August",1985.0,DC,Quincy Harker (Earth-616),\/Quincy_Harker_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,57.0,Mar-73,1973.0,MV
238,18112,Mantis (New Earth),\/wiki\/Mantis_(New_Earth),Secret Identity,Bad Characters,Orange Eyes,,Male Characters,,Deceased Characters,30.0,"1971, May",1971.0,DC,Kyllian Boddicker (Earth-616),\/Kyllian_Boddicker_(Earth-616),,,Green Eyes,Red Hair,Male Characters,,Living Characters,5.0,Jun-93,1993.0,MV
239,1935,Angelo Bend (New Earth),\/wiki\/Angelo_Bend_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,29.0,"2002, May",2002.0,DC,Mercedes Knight (Earth-616),\/Mercedes_Knight_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,259.0,Mar-72,1972.0,MV
240,1626,Remoni-Notra (New Earth),\/wiki\/Remoni-Notra_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,29.0,"1976, June",1976.0,DC,Fin (Intruders) (Earth-616),\/Fin_(Intruders)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,18.0,Jun-90,1990.0,MV
241,27578,Medphyll (New Earth),\/wiki\/Medphyll_(New_Earth),Secret Identity,,Black Eyes,,Male Characters,,Deceased Characters,29.0,"1962, March",1962.0,DC,Rick Bogart (Earth-616),\/Rick_Bogart_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,Jul-97,1997.0,MV
242,18835,Gehenna (New Earth),\/wiki\/Gehenna_(New_Earth),,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,28.0,"2005, November",2005.0,DC,Michael Hart (Earth-616),\/Michael_Hart_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Bald,Male Characters,,Living Characters,7.0,Jun-02,2002.0,MV
243,1896,Hope Taya (New Earth),\/wiki\/Hope_Taya_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,28.0,"1999, December",1999.0,DC,Richard Jones (Earth-616),\/Richard_Jones_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,590.0,May-62,1962.0,MV
244,1477,Cassius Payne (New Earth),\/wiki\/Cassius_Payne_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,28.0,"1994, May",1994.0,DC,Dragona (Earth-616),\/Dragona_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,5.0,Aug-79,1979.0,MV
245,16792,Avery Carlton Sunderland (New Earth),\/wiki\/Avery_Carlton_Sunderland_(New_Earth),Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,28.0,"1982, October",1982.0,DC,Nuwa (Earth-616),\/Nuwa_(Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,3.0,Oct-94,1994.0,MV
246,11948,Susan Linden I (New Earth),\/wiki\/Susan_Linden_I_(New_Earth),Secret Identity,Good Characters,Violet Eyes,Violet Hair,Female Characters,,Deceased Characters,28.0,"1973, August",1973.0,DC,Magique (Earth-616),\/Magique_(Earth-616),Secret Identity,Neutral Characters,Purple Eyes,White Hair,Female Characters,,Deceased Characters,14.0,Oct-77,1977.0,MV
247,1879,Rebecca Carstairs (New Earth),\/wiki\/Rebecca_Carstairs_(New_Earth),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,27.0,"2002, February",2002.0,DC,Jaeger (Earth-616),\/Jaeger_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,3.0,Apr-00,2000.0,MV
248,1976,Destiny (New Earth),\/wiki\/Destiny_(New_Earth),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,27.0,"1972, August",1972.0,DC,Janet van Dyne (Earth-616),\/Janet_van_Dyne_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,1120.0,Jun-63,1963.0,MV
249,2720,Athena Tremor (New Earth),\/wiki\/Athena_Tremor_(New_Earth),,Good Characters,,Blond Hair,Female Characters,,Living Characters,27.0,"1966, June",1966.0,DC,Nebulos (Earth-616),\/Nebulos_(Earth-616),No Dual Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,6.0,Oct-67,1967.0,MV
250,11833,Lester Colt (New Earth),\/wiki\/Lester_Colt_(New_Earth),Secret Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,26.0,"2006, July",2006.0,DC,Fiona Knoblach (Earth-616),\/Fiona_Knoblach_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,10.0,Feb-01,2001.0,MV
251,1495,Vesper Fairchild (New Earth),\/wiki\/Vesper_Fairchild_(New_Earth),Public Identity,Good Characters,Green Eyes,,Female Characters,,Deceased Characters,26.0,"1997, March",1997.0,DC,Edith Harker (Earth-616),\/Edith_Harker_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11.0,Mar-73,1973.0,MV
252,1878,Matthew Ryder (Armageddon 2001),\/wiki\/Matthew_Ryder_(Armageddon_2001),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,26.0,"1991, May",1991.0,DC,Dei Guan (Earth-616),\/Dei_Guan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,9.0,Jun-88,1988.0,MV
253,1465,Silver St. Cloud (New Earth),\/wiki\/Silver_St._Cloud_(New_Earth),Public Identity,,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,26.0,"1977, June",1977.0,DC,Doop (Earth-616),\/Doop_(Earth-616),No Dual Identity,Good Characters,Variable Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,113.0,Jul-01,2001.0,MV
254,2724,Myron Victor (New Earth),\/wiki\/Myron_Victor_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,26.0,"1966, June",1966.0,DC,Kyle Richmond (Earth-616),\/Kyle_Richmond_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,227.0,Oct-69,1969.0,MV
255,4164,Alvin Rusch (New Earth),\/wiki\/Alvin_Rusch_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,,Male Characters,,Living Characters,25.0,"2004, July",2004.0,DC,Eel (Surf) (Earth-616),\/Eel_(Surf)_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,3.0,Oct-89,1989.0,MV
256,1604,Gavin King (New Earth),\/wiki\/Gavin_King_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,25.0,"2001, October",2001.0,DC,Abner Jonas (Earth-616),\/Abner_Jonas_(Earth-616),,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,6.0,Oct-65,1965.0,MV
257,1475,Preston Payne (New Earth),\/wiki\/Preston_Payne_(New_Earth),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,25.0,"1978, June",1978.0,DC,Dragon Man (Earth-616),\/Dragon_Man_(Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,,Living Characters,139.0,Feb-65,1965.0,MV
258,6545,Christopher Freeman (New Earth),\/wiki\/Christopher_Freeman_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,25.0,"1942, December",1942.0,DC,Natalia Romanova (Earth-616),\/Natalia_Romanova_(Earth-616),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,1050.0,Apr-64,1964.0,MV
259,1943,Joseph Monteleone (New Earth),\/wiki\/Joseph_Monteleone_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,24.0,"2001, July",2001.0,DC,Sergei Kravinoff (Earth-616),\/Sergei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,188.0,Aug-64,1964.0,MV
260,1667,Carmine Falcone (New Earth),\/wiki\/Carmine_Falcone_(New_Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,24.0,"1987, February",1987.0,DC,Eugene Patilio (Earth-616),\/Eugene_Patilio_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,26.0,Sep-82,1982.0,MV
261,2703,Kilg%re (New Earth),\/wiki\/Kilg%25re_(New_Earth),Public Identity,Bad Characters,Photocellular Eyes,,Genderless Characters,,Living Characters,24.0,"1987, August",1987.0,DC,Mordecai Midas (Earth-616),\/Mordecai_Midas_(Earth-616),Secret Identity,Bad Characters,Gold Eyes,Gold Hair,Male Characters,,Living Characters,13.0,Sep-69,1969.0,MV
262,81515,Lambien (New Earth),\/wiki\/Lambien_(New_Earth),Secret Identity,Neutral Characters,Gold Eyes,Gold Hair,Male Characters,,Living Characters,24.0,"1981, June",1981.0,DC,Helmut Zemo (Heroes Reborn) (Earth-616),\/Helmut_Zemo_(Heroes_Reborn)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,4.0,Feb-02,2002.0,MV
263,1796,Kirk DePaul (New Earth),\/wiki\/Kirk_DePaul_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,23.0,"2002, February",2002.0,DC,Harold Harold (Earth-616),\/Harold_Harold_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,36.0,Oct-75,1975.0,MV
264,2739,Guillermo Barrera (New Earth),\/wiki\/Guillermo_Barrera_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,23.0,"1998, July",1998.0,DC,Piranha (Earth-616),\/Piranha_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Deceased Characters,10.0,May-74,1974.0,MV
265,1929,Albert Michaels (New Earth),\/wiki\/Albert_Michaels_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,23.0,"1978, May",1978.0,DC,Christopher Aaronson (Earth-616),\/Christopher_Aaronson_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,7.0,Feb-99,1999.0,MV
266,2725,Leander Brent (New Earth),\/wiki\/Leander_Brent_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,23.0,"1966, June",1966.0,DC,Tilda Johnson (Earth-616),\/Tilda_Johnson_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,37.0,Aug-73,1973.0,MV
267,260742,Brian Arsala (New Earth),\/wiki\/Brian_Arsala_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,22.0,"1988, December",1988.0,DC,Orrgo (Earth-616),\/Orrgo_(Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,8.0,Nov-61,1961.0,MV
268,1955,Otis Flannegan (New Earth),\/wiki\/Otis_Flannegan_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,22.0,"1988, April",1988.0,DC,Yuriko Oyama (Earth-616),\/Yuriko_Oyama_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,99.0,Aug-83,1983.0,MV
269,12785,Ghost Fox Killer (New Earth),\/wiki\/Ghost_Fox_Killer_(New_Earth),Secret Identity,Neutral Characters,White Eyes,Black Hair,Female Characters,,Living Characters,21.0,"2006, June",2006.0,DC,Elektro (Earth-616),\/Elektro_(Earth-616),Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,6.0,Jan-61,1961.0,MV
270,2727,Ivana Christina Borodin Molotova (New Earth),\/wiki\/Ivana_Christina_Borodin_Molotova_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Female Characters,,Deceased Characters,21.0,"1987, December",1987.0,DC,Jack Monroe (Earth-616),\/Jack_Monroe_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,141.0,Dec-53,1953.0,MV
271,1947,Roy Lincoln (New Earth),\/wiki\/Roy_Lincoln_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,21.0,"1941, August",1941.0,DC,Valgoth (Earth-616),\/Valgoth_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,,,Deceased Characters,29.0,Sep-84,1984.0,MV
272,4875,Cindy Burman (New Earth),\/wiki\/Cindy_Burman_(New_Earth),Public Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,20.0,"1999, August",1999.0,DC,Lloyd Bloch (Earth-616),\/Lloyd_Bloch_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,18.0,Jan-74,1974.0,MV
273,1974,Desire (New Earth),\/wiki\/Desire_(New_Earth),Secret Identity,Neutral Characters,Yellow Eyes,,Genderless Characters,Bisexual Characters,Living Characters,20.0,"1989, November",1989.0,DC,B'nee and C'cll (Earth-616),\/B%27nee_and_C%27cll_(Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,,Living Characters,,Sep-80,1980.0,MV
274,7584,Siegfried Horatio Hunch III (New Earth),\/wiki\/Siegfried_Horatio_Hunch_III_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,20.0,"1986, January",1986.0,DC,Joanna Cargill (Earth-616),\/Joanna_Cargill_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,121.0,May-86,1986.0,MV
275,1855,Manchester Black (New Earth),\/wiki\/Manchester_Black_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Purple Hair,Male Characters,,Deceased Characters,19.0,"2001, March",2001.0,DC,Impossible Man (Earth-616),\/Impossible_Man_(Earth-616),No Dual Identity,Neutral Characters,Purple Eyes,No Hair,Male Characters,,Living Characters,60.0,Feb-63,1963.0,MV
276,127585,Deborah Perkins (New Earth),\/wiki\/Deborah_Perkins_(New_Earth),Secret Identity,Good Characters,,Blue Hair,Female Characters,,Living Characters,19.0,"1996, August",1996.0,DC,Black Eagle (Earth-616),\/Black_Eagle_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,2.0,Nov-82,1982.0,MV
277,28294,Carlo Sirianni (New Earth),\/wiki\/Carlo_Sirianni_(New_Earth),Public Identity,,Brown Eyes,Red Hair,Male Characters,,Living Characters,19.0,"1988, March",1988.0,DC,Charlie Ronalds (Earth-616),\/Charlie_Ronalds_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,1.0,May-93,1993.0,MV
278,18301,Gaea (New Earth),\/wiki\/Gaea_(New_Earth),Public Identity,Neutral Characters,,,Female Characters,,Living Characters,19.0,"1981, September",1981.0,DC,Everwraith (Earth-616),\/Everwraith_(Earth-616),Public Identity,Bad Characters,,White Hair,,,Living Characters,4.0,Sep-98,1998.0,MV
279,5442,Marie Leeds (New Earth),\/wiki\/Marie_Leeds_(New_Earth),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,19.0,"1951, November",1951.0,DC,Robert Farrell (Earth-616),\/Robert_Farrell_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51.0,Sep-77,1977.0,MV
280,5441,Jonathan Cheval (New Earth),\/wiki\/Jonathan_Cheval_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,19.0,"1945, April",1945.0,DC,Craig Saunders Jr. (Earth-616),\/Craig_Saunders_Jr._(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,19.0,Mar-86,1986.0,MV
281,1722,Starbreaker (New Earth),\/wiki\/Starbreaker_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,18.0,"1972, February",1972.0,DC,Matthew Gilden (Earth-616),\/Matthew_Gilden_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,26.0,Mar-77,1977.0,MV
282,8007,Edward Dawson (New Earth),\/wiki\/Edward_Dawson_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,18.0,"1967, July",1967.0,DC,Kurrgo's Robot (Earth-616),\/Kurrgo%27s_Robot_(Earth-616),Secret Identity,,,,,,Living Characters,,Oct-62,1962.0,MV
283,37008,Thomas Curry (New Earth),\/wiki\/Thomas_Curry_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,18.0,"1959, May",1959.0,DC,Alan Desmond (Earth-616),\/Alan_Desmond_(Earth-616),,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Jul-94,1994.0,MV
284,5648,Onomatopoeia (New Earth),\/wiki\/Onomatopoeia_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,17.0,"2002, March",2002.0,DC,Scorpio (Brotherhood of the Ankh) (Earth-616),\/Scorpio_(Brotherhood_of_the_Ankh)_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,4.0,Nov-02,2002.0,MV
285,18701,Veronica Sinclair (New Earth),\/wiki\/Veronica_Sinclair_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,17.0,"2001, September",2001.0,DC,Isidoro Scarlotti (Earth-616),\/Isidoro_Scarlotti_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,6.0,Mar-54,1954.0,MV
286,1939,Walker Gabriel (New Earth),\/wiki\/Walker_Gabriel_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,17.0,"1998, March",1998.0,DC,Kormok (Earth-616),\/Kormok_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4.0,Sep-69,1969.0,MV
287,5511,Delirium (New Earth),\/wiki\/Delirium_(New_Earth),Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,17.0,"1990, November",1990.0,DC,Rina Patel (Earth-616),\/Rina_Patel_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,21.0,May-95,1995.0,MV
288,15963,Oceanus (New Earth),\/wiki\/Oceanus_(New_Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,17.0,"1985, April",1985.0,DC,Deathunt 9000 (Earth-616),\/Deathunt_9000_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,6.0,Oct-92,1992.0,MV
289,18193,Hyperion (New Earth),\/wiki\/Hyperion_(New_Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,17.0,"1981, September",1981.0,DC,That Which Endures (Earth-616),\/That_Which_Endures_(Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Living Characters,4.0,Aug-89,1989.0,MV
290,2403,Justin Ballantine (New Earth),\/wiki\/Justin_Ballantine_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,17.0,"1974, June",1974.0,DC,Vertigo (Savage Land Mutate) (Earth-616),\/Vertigo_(Savage_Land_Mutate)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Green Hair,Female Characters,,Deceased Characters,63.0,Mar-82,1982.0,MV
291,1795,Chase Lawler (New Earth),\/wiki\/Chase_Lawler_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,16.0,"1994, October",1994.0,DC,Erika Benson (Earth-616),\/Erika_Benson_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,6.0,Aug-91,1991.0,MV
292,1692,David Knight (New Earth),\/wiki\/David_Knight_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,16.0,"1990, September",1990.0,DC,Gaza (Earth-616),\/Gaza_(Earth-616),Public Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,27.0,Nov-69,1969.0,MV
293,32561,Equus (New Earth),\/wiki\/Equus_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,15.0,"2004, August",2004.0,DC,Rorkannu (Earth-616),\/Rorkannu_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,2.0,Sep-06,2006.0,MV
